,text,star,app_id,reviewDate,corrected_text,accuracy %
1485,Awesome,5,com.ea.gp.fifamobile,18/03/21,Awesome.,0.0
1486,The worst controls I have ever seen in a game unplayable!!!,1,com.ea.gp.fifamobile,18/03/21,The worst controls I have ever seen in a game unplayable!!!,100.0
1487,"The game is so slow , the tutorial is a waste of time",1,com.ea.gp.fifamobile,18/03/21,"The game is so slow, the tutorial is a waste of time",92.3
1488,Just we need is fast and play and low net issue,5,com.ea.gp.fifamobile,18/03/21,Just what we need is fast and easy play and low net issues.,72.7
1489,Great game,4,com.ea.gp.fifamobile,18/03/21,Great game.,50.0
1490,Gooooood game but do something about the life bars remove them,5,com.ea.gp.fifamobile,18/03/21,Gooooood game but do something about the life bars remove them.,90.9
1491,It is a really good game,4,com.ea.gp.fifamobile,18/03/21,It is a really good game.,83.3
1492,Sexy 😘 game,5,com.ea.gp.fifamobile,18/03/21,Sexy games.,33.3
1493,Good,1,com.ea.gp.fifamobile,18/03/21,"Good old age, poor English, poor English.",0.0
1494,GiGA Soccer,2,com.ea.gp.fifamobile,18/03/21,GiGA Soccer.,50.0
1495,We should Be able To have Substitution in a match and add Home Stadiums Of Respective teams,5,com.ea.gp.fifamobile,18/03/21,We should be able to have substitutions in a match and add Home Stadium Of Respective teams.,70.6
1496,Okayy,4,com.ea.gp.fifamobile,18/03/21,Okayy?,0.0
1497,I give this app 5star because This app is really good and I enjoy it very much I love this app Thanks,5,com.ea.gp.fifamobile,18/03/21,I give this app 5star because This app is really good and I enjoy it very much I love this app Thanks.,95.5
1498,Cool,5,com.ea.gp.fifamobile,18/03/21,Cool.,0.0
1499,Polli,5,com.ea.gp.fifamobile,18/03/21,Polli,100.0
1500,It is good it takes much time for londing,3,com.ea.gp.fifamobile,18/03/21,It is good - it doesn't take much time for loading.,55.6
1501,good game,5,com.ea.gp.fifamobile,18/03/21,good game.,50.0
1502,Good,5,com.ea.gp.fifamobile,18/03/21,Good luck!,0.0
1503,Such a boring game,1,com.ea.gp.fifamobile,18/03/21,Such a boring game.,75.0
1504,Poli app onnum parayanilla 💞💞💞,2,com.ea.gp.fifamobile,18/03/21,Poli onnum parayanilla,60.0
1505,This game is so epic I don't have any word to describe how much I like it,5,com.ea.gp.fifamobile,18/03/21,This game is so epic I don't have any words to describe how much I like it.,88.2
1506,Very good game,5,com.ea.gp.fifamobile,18/03/21,Very good game.,66.7
1507,This is super app for me .all try this app iam super fantastic pls commentry on the match pls,5,com.ea.gp.fifamobile,18/03/21,This is super app for me. i am super fantastic. pls comment on the match. pls comment on the match pls.,63.2
1508,"Before Fifa Mobile used to be better when you can score goals for fun and face off your opponents on a rivalry, It's no longer fun especially if you tripped off or even tried to dribble against the NPC Automatically but in the end, you can't do it easily somehow like look in past 2 years of being a amazingly cool game for people who enjoy it. Also, I rate this as 3. Not good enough lol and EA kinda lame",3,com.ea.gp.fifamobile,18/03/21,"Before Fifa Mobile used to be better when you could score goals for fun and face off your opponents on a rivalry, it's no longer fun, especially if you tripped off or even tried to dribble against the NPC Automatically but in the end, you can",95.1
1509,"The game is very good, the graphics are nice but it would be better with commentary. work on it please",4,com.ea.gp.fifamobile,18/03/21,"The game is very good, the graphics are nice but it would be better with commentary work on it please.",90.0
1510,Make low coins for messi I like messi so much,5,com.ea.gp.fifamobile,18/03/21,low coins for messi I like messi so much.,80.0
1511,What a good game,5,com.ea.gp.fifamobile,18/03/21,What a great game.,50.0
1512,good,5,com.ea.gp.fifamobile,18/03/21,good.,0.0
1513,0,0,0,0,0,0.0
1514,Nice game,5,com.ea.gp.fifamobile,18/03/21,Nice game.,50.0
1515,Love this game,5,com.ea.gp.fifamobile,18/03/21,Love this game!,66.7
1516,"This is getting rediculous while i was collecting my coins from the players which i sold,my connection was low then when i reopened the game i saw that i did not gain any coins nor i have any inbox...it worth 200,000 coins😠",1,com.ea.gp.fifamobile,18/03/21,"This is getting ridiculous. while i was collecting my coins from the players i sold,my connection was low and when i reopened the game i saw that i did not earn any coins, nor did i have any inbox...it was worth 200,000 coinsand i",81.0
1517,Nice,4,com.ea.gp.fifamobile,18/03/21,Nice.,0.0
1518,Sup,5,com.ea.gp.fifamobile,18/03/21,Sup.,0.0
1519,Very much nice,5,com.ea.gp.fifamobile,18/03/21,very much nice.,33.3
1520,Goooooooooooood,5,com.ea.gp.fifamobile,18/03/21,Goooooooooooood.,0.0
1521,GREAT GAME FOR A FOOTBALL LOVERS,4,com.ea.gp.fifamobile,18/03/21,GREAT GAME FOR A FOOTBALL LOVERS.,83.3
1522,Good job,5,com.ea.gp.fifamobile,18/03/21,Good job.,50.0
1523,My favourite game Love it.,5,com.ea.gp.fifamobile,18/03/21,My favourite game; Love it.,80.0
1524,Better than pes,5,com.ea.gp.fifamobile,18/03/21,Better than pes!,66.7
1525,Bruh....your game becoming worse and worse...,4,com.ea.gp.fifamobile,18/03/21,Bruh....your game is getting worse and worse.,66.7
1526,Best game all time✨😁,5,com.ea.gp.fifamobile,18/03/21,Best game of all time.,50.0
1527,I give this game 5 stars but this game is partial ya read right it is partial if u play division rivals than the one who has more ovr will win what the game will do is it will make ur movement slow and passing alot slow and the opponents would be so energetic that they will score in seconds if u have high u will win,5,com.ea.gp.fifamobile,18/03/21,I give this game 5 stars but this game is partial ya read right it is partial if u play division rivals then the one who has more ovr will win what the game will do is it will make ur movement slow and passing alot slow and the opponents would be,97.0
1528,تحفة 🙂🙂🙂🙂,5,com.ea.gp.fifamobile,18/03/21,,50.0
1529,"who was the dumb that name it soccer!? its football!! FiFA football mobile! U.S.A vs the whole World"" Majority wins!! its football!!",4,com.ea.gp.fifamobile,18/03/21,"Whose dumb name is soccer!! its football!! FiFA football mobile! U.S.A vs the World"" Majority wins!! its football!!",72.7
1530,The game is not understandable....😏,1,com.ea.gp.fifamobile,18/03/21,The game is not understandable.,80.0
1531,"funny..the worst football game on mobile..the graphic,the control & gameplay the worst ever",1,com.ea.gp.fifamobile,18/03/21,"funny..the worst football game on mobile..the graphics,the controls & gameplay the worst ever",84.6
1532,Love fifa,4,com.ea.gp.fifamobile,18/03/21,Love Fifa.,50.0
1533,The game is horrible!! I had a good connection of internet...but still cannot login to the game...ish ish ishh😣😤,1,com.ea.gp.fifamobile,18/03/21,The game is horrible!! I had a good internet connection...but still cannot login to the game...ish ish ishh!!,89.5
1534,The game is good,5,com.ea.gp.fifamobile,18/03/21,The game is good.,75.0
1535,Good game,4,com.ea.gp.fifamobile,18/03/21,Good game.,50.0
1536,Very nice,5,com.lazada.android,18/03/21,Very nice.,50.0
1537,Excellent,5,com.lazada.android,18/03/21,Excellent!,0.0
1538,0,0,0,0,0,0.0
1539,Too many ads redirecting me here,1,com.lazada.android,18/03/21,Too many ads redirecting me here.,83.3
1540,So far so good.,4,com.lazada.android,18/03/21,So far so good.,100.0
1541,INTERNET INVADER. ADS-MANIAC,5,com.lazada.android,18/03/21,InterNET INVADER. ADS-MANIAC.,33.3
1542,Bad,5,com.lazada.android,18/03/21,Bad at all!,0.0
1543,what a hassle ugh,1,com.lazada.android,18/03/21,"what a hassle, ugh.",50.0
1544,"Mau check out enggak bisa, mau liat barang udah dikirim sampai mana enggak bisa? Ini lagi maintenance service?",2,com.lazada.android,18/03/21,"Mau check out enggak bisa, mau liat barang udah dikirim sampai mana enggak bisa? Ini lagi maintenance service?",100.0
1545,Good very good,5,com.lazada.android,18/03/21,Good very good.,66.7
1546,Good,5,com.lazada.android,18/03/21,Good.,0.0
1547,Good service and can be trusted,5,com.lazada.android,18/03/21,Good service and can be trusted.,83.3
1548,Im being shopaholic. Three accounts always have orders,5,com.lazada.android,18/03/21,Im being shopaholic. All orders were placed when they were purchased.,50.0
1549,ads,1,com.lazada.android,18/03/21,ads.,0.0
1550,good for me 😘😍,5,com.lazada.android,18/03/21,good for me!,50.0
1551,mantap...,5,com.lazada.android,18/03/21,mantap.,0.0
1552,😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇,5,com.lazada.android,18/03/21,.,0.0
1553,too desperate they put ads on different websites it's annoying,1,com.lazada.android,18/03/21,Too desperate they put ads on different websites.,70.0
1554,The best App for shopping 🛍️🛍️ online... Thank you lazada💕💞😁,5,com.lazada.android,18/03/21,The best App for shopping online... Thank you Lazada!,80.0
1555,Your ads are a pain,1,com.lazada.android,18/03/21,Your ads are a pain.,80.0
1556,Ang mahal ng shipping fee nyo.,1,com.lazada.android,18/03/21,Ang mahal ng shipping fee nyo.,100.0
1557,VERY BAD SERVICES,1,com.lazada.android,18/03/21,VERY BAD SERVICES.,66.7
1558,👍🙂,5,com.lazada.android,18/03/21,;,0.0
1559,Ok,5,com.lazada.android,18/03/21,Ok?,0.0
1560,it's Amazing,5,com.lazada.android,18/03/21,it's Amazing.,50.0
1561,Very happy,5,com.lazada.android,18/03/21,Very happy.,50.0
1562,Nice and proven,5,com.lazada.android,18/03/21,"Nice, and proven!",33.3
1563,Helpful apps,5,com.lazada.android,18/03/21,Helpful apps.,50.0
1564,super recommended app store ...,5,com.lazada.android,18/03/21,super recommended app store!,60.0
1565,Very precise. So far satisfied,5,com.lazada.android,18/03/21,Very precise. So far satisfied.,80.0
1566,Awesome,5,com.lazada.android,18/03/21,Awesome!,0.0
1567,"1. Cara Refund barang tidak diterima sangat sulit, tidak jelas dan belum update(bantuan dari CS sangat membantu dan profesional) 2. Saat buka review, return info, voucher, dll. Sangat lambat dan sering gagal(kalau saya buka aplikasi online store sejenis tidak masalah Saat ini masalah baru itu saja. Terima Kasih",2,com.lazada.android,18/03/21,"1. Cara Refund barang tidak diterima sangat sulit, tidak jelas dan belum update(bantuan dari CS sangat membantu dan profesional) 2. Saat buka",95.8
1568,😍😍😍😍😍,5,com.lazada.android,18/03/21,,0.0
1569,Good app...,4,com.lazada.android,18/03/21,Good app.,50.0
1570,Napaka ganda,5,com.lazada.android,18/03/21,"Napaka ganda,",50.0
1571,When I turn on my phone for important call or massage it start ad and can't be stop until end.,1,com.lazada.android,18/03/21,When I turn on my phone for an important call or massage it starts the ad and can't be stopped until the end.,75.0
1572,"The words are all Confusing because they are tiny and Not Organized. Please copy Shopee. Lastly, add a feature to cash in money when it's time to pay in the end. Please COPY SHOPEE. ☺️🌈🌼",1,com.lazada.android,18/03/21,"These words are all Confusing because they are small and Not Organized. Please copy Shopee. Lastly, add a feature that cashes in money when it's time to pay in the end. Please COPY SHOPEE.   is one way to check your",82.9
1573,Super bilis at ang ganda ng lazada,5,com.lazada.android,18/03/21,Super bilis at ang ganda ng lazada.,85.7
1574,Quite good,4,com.lazada.android,18/03/21,"Quite good,",50.0
1575,Nakaka bad trip yung lagi nyung pag pop up sa google para kayong virus hayss😠,1,com.lazada.android,18/03/21,Nakaka bad trip yung lagi nyung pag pop up sa google para kayong virus hayss,93.3
1576,Mantab jiwa.. Semakin jaya lazada..,5,com.lazada.android,18/03/21,Mantab jiwa.. Semakin Jaya Lazada..,80.0
1577,Vijayasri,5,com.lazada.android,18/03/21,Vijayasri,100.0
1578,terbaik,5,com.lazada.android,18/03/21,terbaik,100.0
1579,good shopping😘,5,com.lazada.android,18/03/21,Good Shopping.,0.0
1580,"2 days to respond to ordering issue. Customer service unable to provide update. Technical team unable to provide any resolution. The question is, what is a customer even supposed to do with the so called offers and discount vouchers, if the customer service and technical support are unable to provide resolution to an issue for 2 days!! Might re-review based on update from the Lazada team.",1,com.lazada.android,18/03/21,"2 days to respond to ordering issue. Customer service unable to provide update. Technical team unable to provide any resolution. The question is, what is a customer actually supposed to do with the so called offers and discount vouchers, if the customer service and technical support are unable to provide resolution to",97.0
1581,"Service penghantaran hanya ada 1 jenis dan cukai keterlaluan Mahal...Barang harga 1 atau 2 ratus tetapi bila sudah Masuk bab² penghantaran wowwwww,cukai mencecah 2 ratus lebih padahal saya beli barang d shopee dengan berat dekat² 1 kilo hanya rm 80 lebih ja..🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️kadang-kadang terasa membazir duit bila shopping d lazada ni 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️.",1,com.lazada.android,18/03/21,Service penghantaran hanya ada 1 jenis dan cukai keterlaluan Mahal...Barang harga 1 atau 2 ratus tetapi bila sudah Masuk bab2 penghantar,94.1
